,id,wyckoff_sites,lattice_params,basis_params,lattice_params_value,basis_params_value,pearson_symbol,space_group,prototype
481,tP54-BaCu4[O4]4O][PV-90,"['a', 'g', 'cgggg', 'g', 'c']","['a', 'c/a']","['z2', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9']","[9.5601062765, 0.748953974895]","[0.2035, -0.023, 0.7639, 0.5152, 0.407, 0.6525, 0.8664, 0.4465, 0.8786, 0.838, 0.2708, 0.6666, 0.8964, 0.0943, 0.6838, 0.656, 0.2468, 0.7207, 0.8114, 0.2609]",tP54,90,BaCu4[O4]4O][PV
482,tP16-C2LaRh-76,"['aa', 'a', 'a']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[3.9810644174, 3.85606631503]","[0.143, 0.173, 0.1347, 0.353, 0.141, 0.2027, 0.3461, 0.3475, 0.5937, 0.1519, 0.1578, 0.0]",tP16,76,C2LaRh
483,oI16-FeNaS2-23,"['ab', 'i', 'k']","['a', 'b/a', 'c/a']","['z3', 'x4', 'y4', 'z4']","[5.3999384419, 1.15740740741, 2.00555555555]","[0.28, 0.25, 0.2, 0.115]",oI16,23,FeNaS2
484,hP24-FeS-190,"['i', 'afh']","['a', 'c/a']","['z2', 'x3', 'y3', 'x4', 'y4', 'z4']","[5.9699820408, 1.96984924623]","[0.52, 0.6683, 0.6653, 0.3786, 0.3233, 0.623]",hP24,190,FeS
485,mP12-H2S-7,"['aaaa', 'aa']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[5.0942, 0.627360527659, 1.04603274312, 90.38]","[0.498, -0.062, 0.472, -0.023, 0.574, 0.143, 0.777, -0.052, 0.799, 0.271, 0.151, 0.261, -0.001, 0.808, 0.36, 0.494, 0.649, 0.658]",mP12,7,H2S
486,tP10-Pd4Se-114,"['e', 'a']","['a', 'c/a']","['x2', 'y2', 'z2']","[5.2323591487, 1.07923706139]","[0.626, 0.768, 0.846]",tP10,114,Pd4Se
487,hP6-TeZn-144,"['a', 'a']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2']","[4.0452497415, 2.30951792334]","[0.33, 0.16, 0.197, 0.13, 0.32, 0.0]",hP6,144,TeZn
488,oP12-AsCoS-29,"['a', 'a', 'a']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[5.2594682584, 0.963498098863, 0.965209125484]","[0.61885, 0.63065, 0.11668, 0.50496, 0.24091, 0.0, 0.61734, 0.13129, 0.37996]",oP12,29,AsCoS
489,tP12-GeSe2-81,"['adg', 'hh']","['a', 'c/a']","['z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[5.3391020438, 1.87980670176]","[0.25, 0.2739, 0.234, 0.128, 0.2289, 0.23, 0.6373]",tP12,81,GeSe2
490,cF488-B12H2H12[MgO]12-210,"['h', 'hhh', 'a', 'fg']",['a'],"['x2', 'y3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']",[16.4321054599],"[0.12536, 0.51382, 0.55423, 0.58845, 0.50025, 0.5008, 0.59, 0.3557, 0.5123, 0.5411, 0.1708, 0.5347, 0.2125, 0.5888]",cF488,210,B12H2H12[MgO]12
491,oP8-FeAs-62,"['c', 'c']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[5.454, 0.609644297763, 1.10542720939]","[0.2005, 0.5741, 0.0058, 0.1993]",oP8,62,FeAs
492,oP12-O2Zr-29,"['aa', 'a']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[5.2594682584, 0.963498098863, 0.965209125484]","[0.639, 0.068, 0.0, 0.771, 0.537, 0.106, 0.53, 0.267, 0.356]",oP12,29,O2Zr
493,cF232-CMg2(Na6O3)4O4)(S-203,"['e', 'd', 'f', 'eg', 'a']",['a'],"['x3', 'x4', 'x5', 'x6', 'y6', 'z6']",[13.9038],"[0.28207, 0.06362, 0.34379, 0.26626, 0.22529, 0.35333]",cF232,203,CMg2(Na6O3)4O4)(S
494,oP16-MoO3-62,"['c', 'ccc']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4']","[13.855, 0.266791771923, 0.28601948755]","[0.398, 0.425, 0.074, -0.026, 0.414, -0.066, 0.276, 0.49]",oP16,62,MoO3
495,hR4-H3S-160,"['b', 'a']","['a', 'c/a']","['x1', 'x2', 'y2']","[4.405, 0.610442678774]","[0.0, 0.52073, -0.02217]",hR4,160,H3S
496,hP6-Sc-178,['a'],"['a', 'c/a']",['x1'],"[2.355, 4.43566878981]",[0.461],hP6,178,Sc
497,tP8-NV-111,"['n', 'n']","['a', 'c/a']","['x1', 'z1', 'x2', 'z2']","[4.1305540686, 0.998959140196]","[0.2522, 0.7473, 0.24415, 0.24404]",tP8,111,NV
498,tI44-ISe8Ta2-97,"['e', 'kk', 'cd']","['a', 'c/a']","['z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[9.5317026755, 1.33879580768]","[0.1553, 0.0449, 0.284, 0.3693, 0.312, 0.1212, 0.1191]",tI44,97,ISe8Ta2
499,oI12-BPS4-23,"['a', 'b', 'k']","['a', 'b/a', 'c/a']","['x3', 'y3', 'z3']","[5.2501580231, 1.06666666665, 1.7219047619]","[0.21, 0.2, 0.115]",oI12,23,BPS4
500,tP30-Br2Sr-85,"['abgg', 'cg']","['a', 'c/a']","['z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[11.6179902668, 0.614391461525]","[0.6517, 0.5428, 0.6612, 0.5963, 0.6531, 0.541, 0.1258, 0.5856, 0.1045, 0.2524]",tP30,85,Br2Sr
501,oF40-B2CeRu2-22,"['fi', 'ad', 'gh']","['a', 'b/a', 'c/a']","['y3', 'z4', 'z5', 'y6']","[6.4793068924, 1.3977127159, 1.54737394473]","[0.3134, 0.3627, 0.1144, 0.0719]",oF40,22,B2CeRu2
502,oI36-FeSiTi-46,"['ac', 'bc', 'bbb']","['a', 'b/a', 'c/a']","['z1', 'y2', 'z2', 'y3', 'z3', 'y4', 'z4', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7']","[6.9969353511, 1.54780620265, 0.898527940538]","[0.25, 0.5253, 0.0054, 0.7207, 0.7706, -0.0021, -0.0823, 0.2996, 0.7963, 0.5295, 0.6236, 0.1199, 0.006, 0.3325, 0.4952]",oI36,46,FeSiTi
503,mP6-Cl2Pd-14,"['e', 'a']","['a', 'b/a', 'c/a', 'beta']","['x2', 'y2', 'z2']","[5.5496, 0.695689779444, 1.15512829753, 107.151]","[0.255, 0.2573, 0.3141]",mP6,14,Cl2Pd
504,tI32-B3Cr5-140,"['ah', 'cl']","['a', 'c/a']","['x3', 'x4', 'z4']","[5.46, 1.91575091575]","[0.625, 0.166, 0.15]",tI32,140,B3Cr5
505,cP264-Al2Ca3O6-205,"['dd', 'abccdd', 'dddddd']",['a'],"['x3', 'x4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14']",[15.263],"[0.2561, 0.375, 0.2526, 0.0133, 0.0197, 0.2444, 0.2335, 0.0046, 0.1386, 0.3763, 0.1272, 0.38, 0.3838, 0.1209, 0.2777, 0.1241, 0.0103, 0.4835, 0.1315, 0.2536, 0.2664, 0.2841, 0.1049, 0.235, 0.4047, 0.2921, 0.3491, -0.0385, -0.1074, 0.1509, -0.0104, -0.0242]",cP264,205,Al2Ca3O6
506,hP8-Cl3Ru-185,"['c', 'a']","['a', 'c/a']","['z1', 'x2', 'z2']","[6.1197165237, 0.924509803925]","[0.0, 0.305, 0.245]",hP8,185,Cl3Ru
507,tI8-AsNb-109,"['a', 'a']","['a', 'c/a']","['z1', 'z2']","[3.4517145504, 3.38383984705]","[0.416, 0.0]",tI8,109,AsNb
508,tP6-HgI-137,"['a', 'd']","['a', 'c/a']",['z2'],"[4.3675, 2.8551803091]",[0.389],tP6,137,HgI
509,tP12-C-138,['bi'],"['a', 'c/a']","['x2', 'z2']","[3.388, 1.77420306966]","[0.086, 0.107]",tP12,138,C
510,tI28-Au4KSn2-120,"['i', 'd', 'e']","['a', 'c/a']","['x2', 'x3', 'y3', 'z3']","[8.8470588481, 0.924381146154]","[0.856, 0.6452, 0.6575, 0.0851]",tI28,120,Au4KSn2
511,tP32-O3Se-114,"['eee', 'e']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[9.6362543341, 0.547945205485]","[0.6, 0.743, 0.809, 0.836, 0.555, 0.604, 0.881, 0.899, 0.844, 0.5125, 0.7273, 0.563]",tP32,114,O3Se
512,hP24-AuF3-179,"['b', 'ac']","['a', 'c/a']","['x1', 'x2', 'x3', 'y3', 'z3']","[5.14898393, 3.15789473684]","[0.8361, 0.7601, 0.5338, 0.3099, 0.0053]",hP24,179,AuF3
513,hP8-I3P-173,"['c', 'b']","['a', 'c/a']","['z1', 'x2', 'y2', 'z2']","[7.1329719992, 1.03939436422]","[0.0, 0.0337, 0.3475, 0.146]",hP8,173,I3P
514,hP12-GdIS-174,"['cj', 'fk', 'aj']","['a', 'c/a']","['x4', 'y4', 'x5', 'y5', 'x6', 'y6']","[10.7303215747, 0.395153774459]","[0.30167, 0.15433, 0.03467, 0.51733, 0.14967, 0.31433]",hP12,174,GdIS
515,cF88-Eu2Ir2O7-227,"['c', 'd', 'af']",['a'],['x4'],[10.2663],[0.4157],cF88,227,Eu2Ir2O7
516,hR18-Cl2Pd-148,"['ff', 'f']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']","[13.0471, 0.659280606418]","[0.7407, -0.76315, 0.0238, 1.14609, 0.38403, -0.59217, 0.08714, 0.06386, 0.3263]",hR18,148,Cl2Pd
517,tP12-AlCl4Cu-112,"['b', 'n', 'e']","['a', 'c/a']","['x3', 'y3', 'z3']","[5.4410982776, 1.85862633019]","[0.2334, 0.2761, 0.6295]",tP12,112,AlCl4Cu
518,oF8-FeS-22,"['a', 'c']","['a', 'b/a', 'c/a']",[],"[5.5400291632, 0.990433212996, 0.937725631773]",[],oF8,22,FeS
519,hP58-Al2Be3O18Si6-192,"['c', 'f', 'lm', 'l']","['a', 'c/a']","['x3', 'y3', 'x4', 'y4', 'x5', 'y5', 'z5']","[9.214, 0.997829390059]","[0.3103, 0.2369, 0.3876, 0.1159, 0.4985, 0.1456, 0.1453]",hP58,192,Al2Be3O18Si6
520,mC32-N5P3-9,"['aaaaa', 'aaa']","['a', 'b/a', 'c/a', 'beta']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[8.12077, 0.718445418353, 1.12797801194, 115.809]","[0.009, -0.003, 0.269, 0.129, 0.341, 0.45, 0.37, 0.119, 0.066, 0.142, 0.351, 0.147, 0.356, 0.135, 0.348, 0.0, 0.5182, 0.0, 0.136, 0.2, 0.309, 0.365, 0.2924, 0.196]",mC32,9,N5P3
521,oP6-ClFeO-59,"['a', 'b', 'a']","['a', 'b/a', 'c/a']","['z1', 'z2', 'z3']","[3.301, 1.14298697364, 2.39612238716]","[0.32961, -0.04795, 0.89243]",oP6,59,ClFeO
522,cP96-Ce5Mo3O16-222,"['ce', 'd', 'fi']",['a'],"['x3', 'x4', 'x5', 'y5', 'z5']",[11.1199004528],"[0.0, 0.125, 0.084, 0.166, 0.625]",cP96,222,Ce5Mo3O16
523,oP22-Al2Br8Ti-34,"['c', 'cccc', 'a']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[6.2740008991, 2.04032515143, 1.38284985656]","[0.5, 0.605, 0.8135, 0.499, 0.7349, 0.6796, 0.009, 0.743, -0.0925, 0.3064, 0.2388, 0.5935, 0.2196, 0.7131, 0.6459, 0.513]",oP22,34,Al2Br8Ti
524,tP20-Ru2Sn3-116,"['bci', 'fj']","['a', 'c/a']","['x3', 'z4', 'x5', 'y5', 'z5']","[6.1720115185, 1.606448477]","[0.177, 0.625, 0.655, 0.216, 0.582]",tP20,116,Ru2Sn3
525,hP16-Ni3Ti-194,"['gh', 'ac']","['a', 'c/a']",['x4'],"[5.096, 1.6295133438]",[-0.16667],hP16,194,Ni3Ti
526,hP12-CuI-156,"['aabccc', 'aabccc']","['a', 'c/a']","['z1', 'z2', 'z3', 'z4', 'z5', 'z6', 'z7', 'z8', 'z9', 'z10', 'z11', 'z12']","[4.2499813346, 4.90823529409]","[0.375, 0.70833, 0.5, 0.83333, 0.04167, 0.16667, 0.45833, 0.79167, 0.125, 0.33333, 0.66667, 0.0]",hP12,156,CuI
527,cI160-Al2Co3O12Si3-230,"['a', 'c', 'h', 'd']",['a'],"['x4', 'y4', 'z4']",[11.4597],"[0.3471, 0.4664, 0.0512]",cI160,230,Al2Co3O12Si3
528,oP24-CuFe2S3-62,"['c', 'd', 'cd']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[6.231, 1.78414379714, 1.03787514043]","[0.123, 0.0823, 0.2579, 0.4127, 0.1366, 0.087, 0.5853, 0.267, 0.0846, -0.088]",oP24,62,CuFe2S3
529,oC44-Cl9PV-39,"['cccddd', 'a', 'c']","['a', 'b/a', 'c/a']","['z1', 'x2', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8']","[6.2123847492, 1.90215711527, 2.62509658728]","[0.5, 0.2673, 0.7493, 0.6176, 0.8879, 0.6246, 0.6059, 0.6191, 0.7476, 0.2266, 0.0857, 0.2459, 0.1789, 0.5932, 0.0649, 0.18, 0.5948, 0.4281]",oC44,39,Cl9PV
530,hP24-Cu3P-185,"['abcc', 'c']","['a', 'c/a']","['z1', 'z2', 'x3', 'z3', 'x4', 'z4', 'x5', 'z5']","[6.9593, 1.02639633296]","[0.3213, 0.1998, 0.2806, 0.0765, 0.3761, 0.4246, 0.3322, 0.75]",hP24,185,Cu3P
531,hP11-P4Rh6Sc-143,"['bd', 'dd', 'a']","['a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[6.9672687469, 0.526119402977]","[0.0004, -0.0007, 0.8181, 0.1915, 0.4998, 0.5475, 0.48, 0.0003, 0.1859, 0.799, 0.5002]",hP11,143,P4Rh6Sc
532,oC36-Li2O5Si2-37,"['d', 'cdd', 'd']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[5.8071602545, 2.51110728429, 0.821939039086]","[0.0, 0.654, 0.0584, 0.0469, 0.6705, 0.0718, 0.471, 0.0932, 0.1377, 0.4004, 0.1552, 0.14836, 0.0571]",oC36,37,Li2O5Si2
533,oF48-BMn2-70,"['f', 'fg']","['a', 'b/a', 'c/a']","['y1', 'y2', 'z3']","[4.2082, 3.45504015969, 1.7326647973]","[0.2495, 0.54337, 0.29445]",oF48,70,BMn2
534,tP32-SV3-133,"['h', 'ijj']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4']","[9.3810096033, 0.497068542799]","[-0.0329, 0.8986, 0.658, 0.0472]",tP32,133,SV3
535,hP36-H]Mg[N-175,"['jk', 'jk', 'jk']","['a', 'c/a']","['x1', 'y1', 'x2', 'y2', 'x3', 'y3', 'x4', 'y4', 'x5', 'y5', 'x6', 'y6']","[11.5799622371, 0.317895264089]","[0.255, 0.0598, 0.1323, 0.416, 0.3483, 0.0762, 0.2334, 0.5727, 0.4279, 0.0715, 0.1367, 0.5046]",hP36,175,H]Mg[N
536,tP16-In3Ru-118,"['ei', 'f']","['a', 'c/a']","['z1', 'x2', 'x3', 'y3', 'z3']","[6.9983025398, 1.03510852635]","[0.237, 0.15, 0.343, 0.149, 0.509]",tP16,118,In3Ru
537,tP32-PTi3-86,"['g', 'ggg']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[9.997999333, 0.499899979999]","[0.0439, 0.20812, 0.5354, 0.11009, 0.22151, 0.0295, 0.14275, 0.66613, 0.7153, 0.53342, 0.06957, 0.7593]",tP32,86,PTi3
538,tI12-As2Cd-98,"['f', 'a']","['a', 'c/a']",['x2'],"[7.953376649, 0.587954231111]",[0.44],tI12,98,As2Cd
539,cF240-C-202,['hii'],['a'],"['y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3']",[14.26],"[0.249, 0.052, 0.105, 0.085, 0.22, 0.185, 0.052, 0.165]",cF240,202,C
540,hP18-Li2Sb-190,"['gh', 'bf']","['a', 'c/a']","['z2', 'x3', 'x4', 'y4']","[7.946, 0.789076264787]","[0.0225, 0.294, 0.612, 0.01]",hP18,190,Li2Sb
541,cI10-Hg4Pt-229,"['c', 'a']",['a'],[],[6.186],[],cI10,229,Hg4Pt
542,tP88-As2O7Sr2-78,"['aaaa', 'aaaaaaaaaaaaaa', 'aaaa']","['a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17', 'x18', 'y18', 'z18', 'x19', 'y19', 'z19', 'x20', 'y20', 'z20', 'x21', 'y21', 'z21', 'x22', 'y22', 'z22']","[7.1088964505, 3.60337042297]","[0.14561, 0.23414, 0.69696, 0.22057, 0.48276, 0.79885, 0.18673, 0.10525, 0.29124, 0.24906, 0.35443, 0.19001, 0.4586, 0.3299, 0.02876, 0.0936, 0.3899, 0.1424, 0.4187, 0.2147, 0.16739, 0.1085, 0.2261, 0.23449, 0.2999, 0.2626, 0.32782, 0.0777, 0.3681, 0.7514, 0.2725, 0.3751, 0.65898, 0.0556, 0.3427, 0.02051, 0.3251, 0.3037, 0.52047, 0.4811, 0.0546, 0.59334, 0.0026, 0.0009, 0.31632, 0.3813, 0.3334, 0.82115, 0.2817, 0.0576, 0.71776, 0.168, 0.0503, -0.08181, 0.26434, 0.22687, 0.42638, 0.02701, 0.34822, 0.57318, 0.15408, 0.39584, -0.07135, 0.37469, 0.25769, 0.06464]",tP88,78,As2O7Sr2
543,oP34-O4]2O5[Re2S-32,"['acccccc', 'c', 'c']","['a', 'b/a', 'c/a']","['z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9']","[8.4261784988, 1.1450866366, 0.701103726564]","[0.0, 0.808, 0.55, 0.8946, 0.614, 0.7595, -0.0255, 0.8197, 0.8044, 0.642, 0.5367, 0.6481, 0.3894, 0.7689, -0.0703, 0.2917, 0.8392, 0.688, 0.2793, 0.67666, 0.60773, 0.0844, 0.8643, 0.8235, 0.4147]",oP34,32,O4]2O5[Re2S
544,tP40-Al7Cu2Fe-128,"['egi', 'h', 'e']","['a', 'c/a']","['z1', 'z2', 'x3', 'x4', 'y4', 'x5', 'y5', 'z5']","[6.336, 2.34690656566]","[0.366, 0.2008, 0.165, 0.278, 0.088, 0.198, 0.42, 0.1]",tP40,128,Al7Cu2Fe
545,hP10-I3LiSc-188,"['k', 'c', 'a']","['a', 'c/a']","['x3', 'y3']","[7.2864263258, 0.928891999832]","[0.0041, 0.32685]",hP10,188,I3LiSc
546,tP12-CeKSe4-125,"['a', 'b', 'm']","['a', 'c/a']","['x3', 'z3']","[6.3759876428, 1.30630489336]","[0.3822, 0.2163]",tP12,125,CeKSe4
547,oP24-CsMoO4]2Pr[-49,"['g', 'q', 'qqr', 'e']","['a', 'b/a', 'c/a']","['x3', 'y3', 'x4', 'y4', 'x5', 'y5', 'x6', 'y6', 'z6']","[6.3302356554, 1.0, 1.50710900473]","[0.5184, 0.7996, 0.258, -0.0697, 0.3652, 0.6307, 0.2617, 0.1943, 0.8286]",oP24,49,CsMoO4]2Pr[
548,oC24-MgOS-63,"['a', 'fg', 'c']","['a', 'b/a', 'c/a']","['y2', 'y3', 'z3', 'x4', 'y4']","[5.182, 1.52315708221, 1.25549980702]","[0.37, 0.25, 0.06, 0.25, 0.47]",oC24,63,MgOS
549,oP32-O3W-60,"['ddd', 'd']","['a', 'b/a', 'c/a']","['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[7.3397836195, 1.05524748967, 1.03197678378]","[0.5016, 0.7205, 0.0322, 0.2167, 0.7591, 0.2582, 0.2197, 0.5016, 0.013, 0.248, 0.783, 0.0291]",oP32,60,O3W
550,hP14-Fe3Te3Tl-176,"['h', 'h', 'c']","['a', 'c/a']","['x2', 'y2', 'x3', 'y3']","[9.3500327107, 0.451336898402]","[0.1493, 0.1701, 0.357, 0.0462]",hP14,176,Fe3Te3Tl
551,oP24-MoO4]2Pr[Rb-48,"['k', 'mm', 'd', 'b']","['a', 'b/a', 'c/a']","['z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5']","[6.3302356554, 1.0, 1.50710900473]","[0.4978, 0.56, 0.629, 0.114, 0.642, 0.558, 0.601]",oP24,48,MoO4]2Pr[Rb
552,tP184-AsCeMe8P4Ph4S8-93,"['i', 'pppppppppppppppp', 'af', 'pp', 'pppp']","['a', 'c/a']","['z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10', 'x11', 'y11', 'z11', 'x12', 'y12', 'z12', 'x13', 'y13', 'z13', 'x14', 'y14', 'z14', 'x15', 'y15', 'z15', 'x16', 'y16', 'z16', 'x17', 'y17', 'z17', 'x18', 'y18', 'z18', 'x19', 'y19', 'z19', 'x20', 'y20', 'z20', 'x21', 'y21', 'z21', 'x22', 'y22', 'z22', 'x23', 'y23', 'z23', 'x24', 'y24', 'z24', 'x25', 'y25', 'z25']","[11.461, 2.92112381119]","[0.62279, 0.369, 0.14, 0.5403, 0.251, 0.129, 0.6173, 0.138, 0.647, 0.7882, 0.215, 0.58, 0.8645, 0.138, 0.517, 0.591, 0.132, 0.58, 0.5541, 0.244, 0.605, 0.536, 0.345, 0.554, 0.5495, 0.343, 0.485, 0.5842, 0.237, 0.463, 0.6031, 0.008, 0.366, 0.6554, 0.077, 0.371, 0.6892, 0.082, 0.273, 0.7151, 0.023, 0.17, 0.7031, -0.04, 0.165, 0.6678, -0.05, 0.265, 0.6408, 0.2272, 0.1019, 0.5636, 0.2601, 0.5802, 0.812, 0.1021, 0.205, 0.5436, 0.1936, -0.0676, 0.5558, 0.404, 0.6758, 0.8049, 0.2809, 0.418, 0.7912]",tP184,93,AsCeMe8P4Ph4S8
553,tI24-Ga3Rb-119,"['bii', 'af']","['a', 'c/a']","['z3', 'x4', 'z4', 'x5', 'z5']","[6.315, 2.37529691211]","[0.372, 0.2068, 0.2229, 0.3067, 0.3917]",tI24,119,Ga3Rb
554,oC40-S2Ta3-39,"['dd', 'ccdd']","['a', 'b/a', 'c/a']","['x1', 'z1', 'x2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6']","[7.47831, 2.30292940517, 0.749515599113]","[0.3449, 0.5, 0.0058, 0.7654, 0.173, 0.5398, 0.3889, 0.5843, 0.6154, 0.3917, 0.28104, 0.16619, 0.0206, 0.10455, 0.6073, 0.0144]",oC40,39,S2Ta3
555,cF16-AuLiMgSn-216,"['c', 'd', 'b', 'a']",['a'],[],[6.465],[],cF16,216,AuLiMgSn
556,hR3-COS-160,"['a', 'a', 'a']","['a', 'c/a']","['x1', 'x2', 'x3']","[6.1703, 0.949908432329]","[0.0, 0.79356, 0.25763]",hR3,160,COS
557,tP20-Bi2O3-117,"['i', 'adgh']","['a', 'c/a']","['x3', 'x4', 'x5', 'y5', 'z5']","[7.7289660931, 0.727131582349]","[0.73, 0.73, 0.75, 0.52, 0.25]",tP20,117,Bi2O3
558,cP240-C-205,['dddddddddd'],['a'],"['x1', 'y1', 'z1', 'x2', 'y2', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4', 'x5', 'y5', 'z5', 'x6', 'y6', 'z6', 'x7', 'y7', 'z7', 'x8', 'y8', 'z8', 'x9', 'y9', 'z9', 'x10', 'y10', 'z10']",[14.04078],"[0.2294, -0.0325, 0.101, 0.2467, -0.054, 0.0061, 0.2081, 0.0646, 0.1289, 0.2066, 0.8599, -0.036, 0.171, -0.0963, 0.159, 0.2236, 0.1122, -0.0371, 0.2439, 0.0192, -0.0636, 0.2053, 0.1349, 0.0616, 0.1503, 0.7983, 0.0202, 0.1323, 0.8207, 0.1186]",cP240,205,C
559,oC64-H3S-66,"['gillm', 'll']","['a', 'b/a', 'c/a']","['x1', 'z2', 'x3', 'y3', 'x4', 'y4', 'x5', 'y5', 'x6', 'y6', 'x7', 'y7', 'z7']","[8.157, 1.00294225818, 0.59212945936]","[0.54552, 0.3287, 0.39296, 0.16145, 0.33837, 0.89039, 0.24136, 0.07877, 0.42337, 0.74171, 0.33285, 0.66798, 0.24948]",oC64,66,H3S
560,hP4-CuNiSb-164,"['a', 'b', 'd']","['a', 'c/a']",['z3'],"[4.0482, 1.26777333136]",[0.271],hP4,164,CuNiSb
561,hP6-CrFe3NiSn5-183,"['c', 'ab']","['a', 'c/a']","['z1', 'z2', 'z3']","[5.3175214551, 0.83247442072]","[0.0, 0.513, 0.01]",hP6,183,CrFe3NiSn5
562,hR10-CSi-160,"['aaaaa', 'aaaaa']","['a', 'c/a']","['x1', 'x2', 'x3', 'x4', 'x5', 'x6', 'x7', 'x8', 'x9', 'x10']","[3.09, 12.2653721683]","[0.0, 0.13333, 0.4, 0.6, 0.86667, 0.05, 0.18333, 0.45, 0.65, -0.08333]",hR10,160,CSi
563,tI20-Sb2TlZn2-79,"['c', 'aa', 'c']","['a', 'c/a']","['z1', 'z2', 'x3', 'y3', 'z3', 'x4', 'y4', 'z4']","[8.6489709127, 0.842525147414]","[0.0, 0.4896, 0.337, 0.164, 0.2196, 0.1519, 0.1578, 0.0]",tI20,79,Sb2TlZn2
